#oID	individual	descriptor	value
5355850	46	SWEATY	1
5363233	46	SWEATY	NaN
5367698	46	SWEATY	5
6114390	46	SWEATY	22
16220109	46	SWEATY	1
243	46	AMMONIA/URINOUS	3
454	46	AMMONIA/URINOUS	26
679	46	AMMONIA/URINOUS	NaN
1030	46	AMMONIA/URINOUS	1
1060	46	AMMONIA/URINOUS	1
2682	46	AMMONIA/URINOUS	1
6137	46	AMMONIA/URINOUS	NaN
6386	46	AMMONIA/URINOUS	NaN
6826	46	AMMONIA/URINOUS	NaN
6989	46	AMMONIA/URINOUS	1
7047	46	AMMONIA/URINOUS	1
7409	46	AMMONIA/URINOUS	1
7601	46	AMMONIA/URINOUS	NaN
7632	46	AMMONIA/URINOUS	0
7792	46	AMMONIA/URINOUS	1
7820	46	AMMONIA/URINOUS	NaN
7826	46	AMMONIA/URINOUS	NaN
8038	46	AMMONIA/URINOUS	7
8048	46	AMMONIA/URINOUS	11
8051	46	AMMONIA/URINOUS	15
8078	46	AMMONIA/URINOUS	1
8137	46	AMMONIA/URINOUS	1
8159	46	AMMONIA/URINOUS	30
8163	46	AMMONIA/URINOUS	1
8175	46	AMMONIA/URINOUS	1
8180	46	AMMONIA/URINOUS	1
8205	46	AMMONIA/URINOUS	NaN
8294	46	AMMONIA/URINOUS	NaN
8452	46	AMMONIA/URINOUS	1
8467	46	AMMONIA/URINOUS	1
8615	46	AMMONIA/URINOUS	NaN
9024	46	AMMONIA/URINOUS	1
10722	46	AMMONIA/URINOUS	10
11124	46	AMMONIA/URINOUS	NaN
11419	46	AMMONIA/URINOUS	25
12206	46	AMMONIA/URINOUS	1
12348	46	AMMONIA/URINOUS	1
12748	46	AMMONIA/URINOUS	1
13187	46	AMMONIA/URINOUS	1
13204	46	AMMONIA/URINOUS	NaN
13216	46	AMMONIA/URINOUS	24
13436	46	AMMONIA/URINOUS	60
14328	46	AMMONIA/URINOUS	2
15606	46	AMMONIA/URINOUS	29
22386	46	AMMONIA/URINOUS	NaN
24020	46	AMMONIA/URINOUS	1
24473	46	AMMONIA/URINOUS	1
31210	46	AMMONIA/URINOUS	NaN
31266	46	AMMONIA/URINOUS	1
33032	46	AMMONIA/URINOUS	NaN
61024	46	AMMONIA/URINOUS	1
61151	46	AMMONIA/URINOUS	NaN
61155	46	AMMONIA/URINOUS	7
61177	46	AMMONIA/URINOUS	1
61252	46	AMMONIA/URINOUS	8
61771	46	AMMONIA/URINOUS	1
62572	46	AMMONIA/URINOUS	NaN
520108	46	AMMONIA/URINOUS	1
638024	46	AMMONIA/URINOUS	1
641256	46	AMMONIA/URINOUS	NaN
778574	46	AMMONIA/URINOUS	1
1549778	46	AMMONIA/URINOUS	17
1550470	46	AMMONIA/URINOUS	1
5352539	46	AMMONIA/URINOUS	8
5355850	46	AMMONIA/URINOUS	1
5363233	46	AMMONIA/URINOUS	NaN
5367698	46	AMMONIA/URINOUS	6
6114390	46	AMMONIA/URINOUS	20
16220109	46	AMMONIA/URINOUS	0
243	46	DECAYED	2
454	46	DECAYED	1
679	46	DECAYED	NaN
1030	46	DECAYED	1
1060	46	DECAYED	1
2682	46	DECAYED	1
6137	46	DECAYED	NaN
6386	46	DECAYED	NaN
6826	46	DECAYED	NaN
6989	46	DECAYED	1
7047	46	DECAYED	1
7409	46	DECAYED	1
7601	46	DECAYED	NaN
7632	46	DECAYED	0
7792	46	DECAYED	1
7820	46	DECAYED	NaN
7826	46	DECAYED	NaN
8038	46	DECAYED	6
8048	46	DECAYED	1
8051	46	DECAYED	1
8078	46	DECAYED	1
8137	46	DECAYED	1
8159	46	DECAYED	1
8163	46	DECAYED	1
8175	46	DECAYED	6
8180	46	DECAYED	1
8205	46	DECAYED	NaN
8294	46	DECAYED	NaN
8452	46	DECAYED	1
8467	46	DECAYED	1
8615	46	DECAYED	NaN
9024	46	DECAYED	0
10722	46	DECAYED	6
11124	46	DECAYED	NaN
11419	46	DECAYED	2
12206	46	DECAYED	1
12348	46	DECAYED	1
12748	46	DECAYED	1
13187	46	DECAYED	1
13204	46	DECAYED	NaN
13216	46	DECAYED	1
13436	46	DECAYED	36
14328	46	DECAYED	1
15606	46	DECAYED	1
22386	46	DECAYED	NaN
24020	46	DECAYED	1
24473	46	DECAYED	1
31210	46	DECAYED	NaN
31266	46	DECAYED	1
33032	46	DECAYED	NaN
61024	46	DECAYED	1
61151	46	DECAYED	NaN
61155	46	DECAYED	7
61177	46	DECAYED	1
61252	46	DECAYED	1
61771	46	DECAYED	1
62572	46	DECAYED	NaN
520108	46	DECAYED	18
638024	46	DECAYED	1
641256	46	DECAYED	NaN
778574	46	DECAYED	1
1549778	46	DECAYED	2
1550470	46	DECAYED	1
5352539	46	DECAYED	7
5355850	46	DECAYED	17
5363233	46	DECAYED	NaN
5367698	46	DECAYED	14
6114390	46	DECAYED	11
16220109	46	DECAYED	1
243	46	WOOD	13
454	46	WOOD	1
679	46	WOOD	NaN
1030	46	WOOD	1
1060	46	WOOD	1
2682	46	WOOD	1
6137	46	WOOD	NaN
6386	46	WOOD	NaN
6826	46	WOOD	NaN
6989	46	WOOD	1
7047	46	WOOD	1
7409	46	WOOD	17
7601	46	WOOD	NaN
7632	46	WOOD	38
7792	46	WOOD	45
7820	46	WOOD	NaN
7826	46	WOOD	NaN
8038	46	WOOD	6
8048	46	WOOD	1
8051	46	WOOD	1
8078	46	WOOD	1
8137	46	WOOD	1
8159	46	WOOD	1
8163	46	WOOD	1
8175	46	WOOD	1
8180	46	WOOD	1
8205	46	WOOD	NaN
8294	46	WOOD	NaN
8452	46	WOOD	1
8467	46	WOOD	1
8615	46	WOOD	NaN
9024	46	WOOD	1
10722	46	WOOD	8
11124	46	WOOD	NaN
11419	46	WOOD	6
12206	46	WOOD	1
12348	46	WOOD	1
12748	46	WOOD	1
13187	46	WOOD	1
13204	46	WOOD	NaN
13216	46	WOOD	1
13436	46	WOOD	10
14328	46	WOOD	42
15606	46	WOOD	1
22386	46	WOOD	NaN
24020	46	WOOD	1
24473	46	WOOD	1
31210	46	WOOD	NaN
31266	46	WOOD	1
33032	46	WOOD	NaN
61024	46	WOOD	17
61151	46	WOOD	NaN
61155	46	WOOD	9
61177	46	WOOD	1
61252	46	WOOD	1
61771	46	WOOD	1
62572	46	WOOD	NaN
520108	46	WOOD	1
638024	46	WOOD	1
641256	46	WOOD	NaN
778574	46	WOOD	1
1549778	46	WOOD	3
1550470	46	WOOD	1
5352539	46	WOOD	1
5355850	46	WOOD	1
5363233	46	WOOD	NaN
5367698	46	WOOD	7
6114390	46	WOOD	8
16220109	46	WOOD	1
243	46	GRASS	8
454	46	GRASS	1
679	46	GRASS	NaN
1030	46	GRASS	22
1060	46	GRASS	1
2682	46	GRASS	1
6137	46	GRASS	NaN
6386	46	GRASS	NaN
6826	46	GRASS	NaN
6989	46	GRASS	1
7047	46	GRASS	1
7409	46	GRASS	0
7601	46	GRASS	NaN
7632	46	GRASS	28
7792	46	GRASS	0
7820	46	GRASS	NaN
7826	46	GRASS	NaN
8038	46	GRASS	1
8048	46	GRASS	1
8051	46	GRASS	1
8078	46	GRASS	1
8137	46	GRASS	1
8159	46	GRASS	1
8163	46	GRASS	1
8175	46	GRASS	1
8180	46	GRASS	0
8205	46	GRASS	NaN
8294	46	GRASS	NaN
8452	46	GRASS	1
8467	46	GRASS	1
8615	46	GRASS	NaN
9024	46	GRASS	1
10722	46	GRASS	12
11124	46	GRASS	NaN
11419	46	GRASS	5
12206	46	GRASS	1
12348	46	GRASS	1
12748	46	GRASS	1
13187	46	GRASS	1
13204	46	GRASS	NaN
13216	46	GRASS	1
13436	46	GRASS	9
14328	46	GRASS	2
15606	46	GRASS	1
22386	46	GRASS	NaN
24020	46	GRASS	1
24473	46	GRASS	1
31210	46	GRASS	NaN
31266	46	GRASS	1
33032	46	GRASS	NaN
61024	46	GRASS	1
61151	46	GRASS	NaN
61155	46	GRASS	1
61177	46	GRASS	1
61252	46	GRASS	1
61771	46	GRASS	1
62572	46	GRASS	NaN
520108	46	GRASS	1
638024	46	GRASS	1
641256	46	GRASS	NaN
778574	46	GRASS	1
1549778	46	GRASS	1
1550470	46	GRASS	1
5352539	46	GRASS	37
5355850	46	GRASS	1
5363233	46	GRASS	NaN
5367698	46	GRASS	6
6114390	46	GRASS	7
16220109	46	GRASS	1
243	46	FLOWER	6
454	46	FLOWER	1
679	46	FLOWER	NaN
1030	46	FLOWER	1
1060	46	FLOWER	1
2682	46	FLOWER	1
6137	46	FLOWER	NaN
6386	46	FLOWER	NaN
6826	46	FLOWER	NaN
6989	46	FLOWER	1
7047	46	FLOWER	1
7409	46	FLOWER	1
7601	46	FLOWER	NaN
7632	46	FLOWER	32
7792	46	FLOWER	1
7820	46	FLOWER	NaN
7826	46	FLOWER	NaN
8038	46	FLOWER	1
8048	46	FLOWER	1
8051	46	FLOWER	1
8078	46	FLOWER	1
8137	46	FLOWER	1
8159	46	FLOWER	1
8163	46	FLOWER	1
8175	46	FLOWER	1
8180	46	FLOWER	1
8205	46	FLOWER	NaN
8294	46	FLOWER	NaN
8452	46	FLOWER	1
8467	46	FLOWER	1
8615	46	FLOWER	NaN
9024	46	FLOWER	1
10722	46	FLOWER	10
11124	46	FLOWER	NaN
11419	46	FLOWER	7
12206	46	FLOWER	1
12348	46	FLOWER	1
12748	46	FLOWER	1
13187	46	FLOWER	1
13204	46	FLOWER	NaN
13216	46	FLOWER	1
13436	46	FLOWER	8
14328	46	FLOWER	1
15606	46	FLOWER	1
22386	46	FLOWER	NaN
24020	46	FLOWER	1
24473	46	FLOWER	1
31210	46	FLOWER	NaN
31266	46	FLOWER	1
33032	46	FLOWER	NaN
61024	46	FLOWER	1
61151	46	FLOWER	NaN
61155	46	FLOWER	1
61177	46	FLOWER	1
61252	46	FLOWER	1
61771	46	FLOWER	1
62572	46	FLOWER	NaN
520108	46	FLOWER	1
638024	46	FLOWER	1
641256	46	FLOWER	NaN
778574	46	FLOWER	1
1549778	46	FLOWER	1
1550470	46	FLOWER	1
5352539	46	FLOWER	16
5355850	46	FLOWER	1
5363233	46	FLOWER	NaN
5367698	46	FLOWER	8
6114390	46	FLOWER	23
16220109	46	FLOWER	52
243	46	 CHEMICAL	3
454	46	 CHEMICAL	1
679	46	 CHEMICAL	NaN
1030	46	 CHEMICAL	1
1060	46	 CHEMICAL	1
2682	46	 CHEMICAL	1
6137	46	 CHEMICAL	NaN
6386	46	 CHEMICAL	NaN
6826	46	 CHEMICAL	NaN
6989	46	 CHEMICAL	1
7047	46	 CHEMICAL	1
7409	46	 CHEMICAL	1
7601	46	 CHEMICAL	NaN
7632	46	 CHEMICAL	26
7792	46	 CHEMICAL	0
7820	46	 CHEMICAL	NaN
7826	46	 CHEMICAL	NaN
8038	46	 CHEMICAL	6
8048	46	 CHEMICAL	1
8051	46	 CHEMICAL	1
8078	46	 CHEMICAL	19
8137	46	 CHEMICAL	1
8159	46	 CHEMICAL	1
8163	46	 CHEMICAL	30
8175	46	 CHEMICAL	28
8180	46	 CHEMICAL	55
8205	46	 CHEMICAL	NaN
8294	46	 CHEMICAL	NaN
8452	46	 CHEMICAL	32
8467	46	 CHEMICAL	1
8615	46	 CHEMICAL	NaN
9024	46	 CHEMICAL	1
10722	46	 CHEMICAL	17
11124	46	 CHEMICAL	NaN
11419	46	 CHEMICAL	5
12206	46	 CHEMICAL	1
12348	46	 CHEMICAL	1
12748	46	 CHEMICAL	1
13187	46	 CHEMICAL	1
13204	46	 CHEMICAL	NaN
13216	46	 CHEMICAL	1
13436	46	 CHEMICAL	9
14328	46	 CHEMICAL	1
15606	46	 CHEMICAL	1
22386	46	 CHEMICAL	NaN
24020	46	 CHEMICAL	1
24473	46	 CHEMICAL	1
31210	46	 CHEMICAL	NaN
31266	46	 CHEMICAL	1
33032	46	 CHEMICAL	NaN
61024	46	 CHEMICAL	1
61151	46	 CHEMICAL	NaN
61155	46	 CHEMICAL	1
61177	46	 CHEMICAL	1
61252	46	 CHEMICAL	1
61771	46	 CHEMICAL	1
62572	46	 CHEMICAL	NaN
520108	46	 CHEMICAL	1
638024	46	 CHEMICAL	1
641256	46	 CHEMICAL	NaN
778574	46	 CHEMICAL	1
1549778	46	 CHEMICAL	1
1550470	46	 CHEMICAL	1
5352539	46	 CHEMICAL	8
5355850	46	 CHEMICAL	1
5363233	46	 CHEMICAL	NaN
5367698	46	 CHEMICAL	7
6114390	46	 CHEMICAL	19
16220109	46	 CHEMICAL	1
243	47	INTENSITY/STRENGTH	0
454	47	INTENSITY/STRENGTH	71
679	47	INTENSITY/STRENGTH	5
1030	47	INTENSITY/STRENGTH	4
1060	47	INTENSITY/STRENGTH	67
2682	47	INTENSITY/STRENGTH	3
6137	47	INTENSITY/STRENGTH	92
6386	47	INTENSITY/STRENGTH	0
6826	47	INTENSITY/STRENGTH	35
6989	47	INTENSITY/STRENGTH	67
7047	47	INTENSITY/STRENGTH	95
7409	47	INTENSITY/STRENGTH	4
7601	47	INTENSITY/STRENGTH	74
7632	47	INTENSITY/STRENGTH	0
7792	47	INTENSITY/STRENGTH	70
7820	47	INTENSITY/STRENGTH	31
7826	47	INTENSITY/STRENGTH	93
8038	47	INTENSITY/STRENGTH	93
8048	47	INTENSITY/STRENGTH	0
8051	47	INTENSITY/STRENGTH	12
8078	47	INTENSITY/STRENGTH	38
8137	47	INTENSITY/STRENGTH	85
8159	47	INTENSITY/STRENGTH	0
8163	47	INTENSITY/STRENGTH	69
8175	47	INTENSITY/STRENGTH	73
8180	47	INTENSITY/STRENGTH	79
8205	47	INTENSITY/STRENGTH	8
8294	47	INTENSITY/STRENGTH	6
8452	47	INTENSITY/STRENGTH	76
8467	47	INTENSITY/STRENGTH	100
8615	47	INTENSITY/STRENGTH	0
9024	47	INTENSITY/STRENGTH	0
10722	47	INTENSITY/STRENGTH	90
11124	47	INTENSITY/STRENGTH	5
11419	47	INTENSITY/STRENGTH	65
12206	47	INTENSITY/STRENGTH	19
12348	47	INTENSITY/STRENGTH	95
12748	47	INTENSITY/STRENGTH	2
13187	47	INTENSITY/STRENGTH	68
13204	47	INTENSITY/STRENGTH	2
13216	47	INTENSITY/STRENGTH	40
13436	47	INTENSITY/STRENGTH	65
14328	47	INTENSITY/STRENGTH	1
15606	47	INTENSITY/STRENGTH	40
22386	47	INTENSITY/STRENGTH	62
24020	47	INTENSITY/STRENGTH	68
24473	47	INTENSITY/STRENGTH	38
31210	47	INTENSITY/STRENGTH	25
31266	47	INTENSITY/STRENGTH	80
33032	47	INTENSITY/STRENGTH	0
61024	47	INTENSITY/STRENGTH	4
61151	47	INTENSITY/STRENGTH	35
61155	47	INTENSITY/STRENGTH	86
61177	47	INTENSITY/STRENGTH	14
61252	47	INTENSITY/STRENGTH	77
61771	47	INTENSITY/STRENGTH	41
62572	47	INTENSITY/STRENGTH	1
520108	47	INTENSITY/STRENGTH	87
638024	47	INTENSITY/STRENGTH	0
641256	47	INTENSITY/STRENGTH	28
778574	47	INTENSITY/STRENGTH	41
1549778	47	INTENSITY/STRENGTH	10
1550470	47	INTENSITY/STRENGTH	71
5352539	47	INTENSITY/STRENGTH	70
5355850	47	INTENSITY/STRENGTH	4
5363233	47	INTENSITY/STRENGTH	94
5367698	47	INTENSITY/STRENGTH	73
6114390	47	INTENSITY/STRENGTH	91
16220109	47	INTENSITY/STRENGTH	38
243	47	VALENCE/PLEASANTNESS	NaN
454	47	VALENCE/PLEASANTNESS	35
679	47	VALENCE/PLEASANTNESS	NaN
1030	47	VALENCE/PLEASANTNESS	81
1060	47	VALENCE/PLEASANTNESS	34
2682	47	VALENCE/PLEASANTNESS	76
6137	47	VALENCE/PLEASANTNESS	5
6386	47	VALENCE/PLEASANTNESS	54
6826	47	VALENCE/PLEASANTNESS	90
6989	47	VALENCE/PLEASANTNESS	35
7047	47	VALENCE/PLEASANTNESS	8
7409	47	VALENCE/PLEASANTNESS	43
7601	47	VALENCE/PLEASANTNESS	69
7632	47	VALENCE/PLEASANTNESS	NaN
7792	47	VALENCE/PLEASANTNESS	59
7820	47	VALENCE/PLEASANTNESS	67
7826	47	VALENCE/PLEASANTNESS	70
8038	47	VALENCE/PLEASANTNESS	67
8048	47	VALENCE/PLEASANTNESS	36
8051	47	VALENCE/PLEASANTNESS	66
8078	47	VALENCE/PLEASANTNESS	80
8137	47	VALENCE/PLEASANTNESS	97
8159	47	VALENCE/PLEASANTNESS	63
8163	47	VALENCE/PLEASANTNESS	58
8175	47	VALENCE/PLEASANTNESS	70
8180	47	VALENCE/PLEASANTNESS	41
8205	47	VALENCE/PLEASANTNESS	64
8294	47	VALENCE/PLEASANTNESS	41
8452	47	VALENCE/PLEASANTNESS	20
8467	47	VALENCE/PLEASANTNESS	89
8615	47	VALENCE/PLEASANTNESS	44
9024	47	VALENCE/PLEASANTNESS	18
10722	47	VALENCE/PLEASANTNESS	64
11124	47	VALENCE/PLEASANTNESS	58
11419	47	VALENCE/PLEASANTNESS	42
12206	47	VALENCE/PLEASANTNESS	58
12348	47	VALENCE/PLEASANTNESS	61
12748	47	VALENCE/PLEASANTNESS	45
13187	47	VALENCE/PLEASANTNESS	43
13204	47	VALENCE/PLEASANTNESS	35
13216	47	VALENCE/PLEASANTNESS	79
13436	47	VALENCE/PLEASANTNESS	28
14328	47	VALENCE/PLEASANTNESS	39
15606	47	VALENCE/PLEASANTNESS	61
22386	47	VALENCE/PLEASANTNESS	14
24020	47	VALENCE/PLEASANTNESS	66
24473	47	VALENCE/PLEASANTNESS	67
31210	47	VALENCE/PLEASANTNESS	30
31266	47	VALENCE/PLEASANTNESS	56
33032	47	VALENCE/PLEASANTNESS	35
61024	47	VALENCE/PLEASANTNESS	89
61151	47	VALENCE/PLEASANTNESS	28
61155	47	VALENCE/PLEASANTNESS	65
61177	47	VALENCE/PLEASANTNESS	58
61252	47	VALENCE/PLEASANTNESS	7
61771	47	VALENCE/PLEASANTNESS	22
62572	47	VALENCE/PLEASANTNESS	57
520108	47	VALENCE/PLEASANTNESS	67
638024	47	VALENCE/PLEASANTNESS	42
641256	47	VALENCE/PLEASANTNESS	24
778574	47	VALENCE/PLEASANTNESS	41
1549778	47	VALENCE/PLEASANTNESS	40
1550470	47	VALENCE/PLEASANTNESS	64
5352539	47	VALENCE/PLEASANTNESS	38
5355850	47	VALENCE/PLEASANTNESS	60
5363233	47	VALENCE/PLEASANTNESS	37
5367698	47	VALENCE/PLEASANTNESS	19
6114390	47	VALENCE/PLEASANTNESS	60
16220109	47	VALENCE/PLEASANTNESS	40
243	47	BAKERY	NaN
454	47	BAKERY	0
679	47	BAKERY	NaN
1030	47	BAKERY	0
1060	47	BAKERY	0
2682	47	BAKERY	100
6137	47	BAKERY	0
6386	47	BAKERY	0
6826	47	BAKERY	0
6989	47	BAKERY	0
7047	47	BAKERY	0
7409	47	BAKERY	0
7601	47	BAKERY	0
7632	47	BAKERY	NaN
7792	47	BAKERY	0
7820	47	BAKERY	0
7826	47	BAKERY	0
8038	47	BAKERY	0
8048	47	BAKERY	0
8051	47	BAKERY	0
8078	47	BAKERY	0
8137	47	BAKERY	0
8159	47	BAKERY	0
8163	47	BAKERY	0
8175	47	BAKERY	0
8180	47	BAKERY	0
8205	47	BAKERY	0
8294	47	BAKERY	0
8452	47	BAKERY	0
8467	47	BAKERY	0
8615	47	BAKERY	0
9024	47	BAKERY	0
10722	47	BAKERY	0
11124	47	BAKERY	0
11419	47	BAKERY	0
12206	47	BAKERY	0
12348	47	BAKERY	0
12748	47	BAKERY	0
13187	47	BAKERY	0
13204	47	BAKERY	0
13216	47	BAKERY	0
13436	47	BAKERY	0
14328	47	BAKERY	0
15606	47	BAKERY	0
22386	47	BAKERY	0
24020	47	BAKERY	0
24473	47	BAKERY	0
31210	47	BAKERY	0
31266	47	BAKERY	0
33032	47	BAKERY	0
61024	47	BAKERY	0
61151	47	BAKERY	0
61155	47	BAKERY	0
61177	47	BAKERY	0
61252	47	BAKERY	0
61771	47	BAKERY	0
62572	47	BAKERY	0
520108	47	BAKERY	69
638024	47	BAKERY	30
641256	47	BAKERY	0
778574	47	BAKERY	0
1549778	47	BAKERY	0
1550470	47	BAKERY	0
5352539	47	BAKERY	0
5355850	47	BAKERY	0
5363233	47	BAKERY	0
5367698	47	BAKERY	0
6114390	47	BAKERY	0
16220109	47	BAKERY	0
243	47	SWEET	NaN
454	47	SWEET	0
679	47	SWEET	NaN
1030	47	SWEET	41
1060	47	SWEET	0
2682	47	SWEET	100
6137	47	SWEET	0
6386	47	SWEET	0
6826	47	SWEET	0
6989	47	SWEET	0
7047	47	SWEET	0
7409	47	SWEET	0
7601	47	SWEET	0
7632	47	SWEET	NaN
7792	47	SWEET	0
7820	47	SWEET	24
7826	47	SWEET	0
8038	47	SWEET	0
8048	47	SWEET	0
8051	47	SWEET	0
8078	47	SWEET	52
8137	47	SWEET	10
8159	47	SWEET	0
8163	47	SWEET	0
8175	47	SWEET	0
8180	47	SWEET	0
8205	47	SWEET	16
8294	47	SWEET	0
8452	47	SWEET	0
8467	47	SWEET	100
8615	47	SWEET	0
9024	47	SWEET	0
10722	47	SWEET	0
11124	47	SWEET	0
11419	47	SWEET	0
12206	47	SWEET	0
12348	47	SWEET	0
12748	47	SWEET	0
13187	47	SWEET	0
13204	47	SWEET	0
13216	47	SWEET	0
13436	47	SWEET	0
14328	47	SWEET	0
15606	47	SWEET	18
22386	47	SWEET	0
24020	47	SWEET	13
24473	47	SWEET	0
31210	47	SWEET	0
31266	47	SWEET	0
33032	47	SWEET	0
61024	47	SWEET	0
61151	47	SWEET	0
61155	47	SWEET	38
61177	47	SWEET	0
61252	47	SWEET	0
61771	47	SWEET	0
62572	47	SWEET	0
520108	47	SWEET	0
638024	47	SWEET	0
641256	47	SWEET	0
778574	47	SWEET	0
1549778	47	SWEET	0
1550470	47	SWEET	0
5352539	47	SWEET	0
5355850	47	SWEET	19
5363233	47	SWEET	0
5367698	47	SWEET	0
6114390	47	SWEET	0
16220109	47	SWEET	0
243	47	FRUIT	NaN
454	47	FRUIT	0
679	47	FRUIT	NaN
1030	47	FRUIT	0
1060	47	FRUIT	0
2682	47	FRUIT	0
6137	47	FRUIT	0
6386	47	FRUIT	68
6826	47	FRUIT	100
6989	47	FRUIT	0
7047	47	FRUIT	0
7409	47	FRUIT	0
7601	47	FRUIT	0
7632	47	FRUIT	NaN
7792	47	FRUIT	0
7820	47	FRUIT	0
7826	47	FRUIT	0
8038	47	FRUIT	0
8048	47	FRUIT	0
8051	47	FRUIT	0
8078	47	FRUIT	0
8137	47	FRUIT	100
8159	47	FRUIT	0
8163	47	FRUIT	0
8175	47	FRUIT	0
8180	47	FRUIT	0
8205	47	FRUIT	0
8294	47	FRUIT	0
8452	47	FRUIT	0
8467	47	FRUIT	0
8615	47	FRUIT	0
9024	47	FRUIT	0
10722	47	FRUIT	0
11124	47	FRUIT	0
11419	47	FRUIT	0
12206	47	FRUIT	0
12348	47	FRUIT	0
12748	47	FRUIT	0
13187	47	FRUIT	0
13204	47	FRUIT	0
13216	47	FRUIT	0
13436	47	FRUIT	0
14328	47	FRUIT	0
15606	47	FRUIT	0
22386	47	FRUIT	0
24020	47	FRUIT	0
24473	47	FRUIT	0
31210	47	FRUIT	0
31266	47	FRUIT	0
33032	47	FRUIT	0
61024	47	FRUIT	0
61151	47	FRUIT	0
61155	47	FRUIT	13
61177	47	FRUIT	0
61252	47	FRUIT	0
61771	47	FRUIT	0
62572	47	FRUIT	0
520108	47	FRUIT	0
638024	47	FRUIT	0
641256	47	FRUIT	0
778574	47	FRUIT	0
1549778	47	FRUIT	0
1550470	47	FRUIT	0
5352539	47	FRUIT	0
5355850	47	FRUIT	0
5363233	47	FRUIT	0
5367698	47	FRUIT	0
6114390	47	FRUIT	0
16220109	47	FRUIT	0
243	47	FISH	NaN
454	47	FISH	0
679	47	FISH	NaN
1030	47	FISH	0
1060	47	FISH	0
2682	47	FISH	0
6137	47	FISH	54
6386	47	FISH	0
6826	47	FISH	0
6989	47	FISH	0
7047	47	FISH	0
7409	47	FISH	0
7601	47	FISH	0
7632	47	FISH	NaN
7792	47	FISH	0
7820	47	FISH	0
7826	47	FISH	0
8038	47	FISH	0
8048	47	FISH	0
8051	47	FISH	0
8078	47	FISH	0
8137	47	FISH	0
8159	47	FISH	0
8163	47	FISH	0
8175	47	FISH	0
8180	47	FISH	0
8205	47	FISH	0
8294	47	FISH	0
8452	47	FISH	0
8467	47	FISH	0
8615	47	FISH	0
9024	47	FISH	0
10722	47	FISH	0
11124	47	FISH	0
11419	47	FISH	0
12206	47	FISH	0
12348	47	FISH	0
12748	47	FISH	0
13187	47	FISH	0
13204	47	FISH	0
13216	47	FISH	0
13436	47	FISH	0
14328	47	FISH	0
15606	47	FISH	0
22386	47	FISH	0
24020	47	FISH	0
24473	47	FISH	0
31210	47	FISH	0
31266	47	FISH	0
33032	47	FISH	0
61024	47	FISH	0
61151	47	FISH	35
61155	47	FISH	0
61177	47	FISH	0
61252	47	FISH	0
61771	47	FISH	0
62572	47	FISH	0
520108	47	FISH	0
638024	47	FISH	0
641256	47	FISH	0
778574	47	FISH	0
1549778	47	FISH	0
1550470	47	FISH	0
5352539	47	FISH	0
5355850	47	FISH	0
5363233	47	FISH	0
5367698	47	FISH	0
6114390	47	FISH	0
16220109	47	FISH	0
243	47	GARLIC	NaN
454	47	GARLIC	0
679	47	GARLIC	NaN
1030	47	GARLIC	0
1060	47	GARLIC	0
2682	47	GARLIC	0
6137	47	GARLIC	36
6386	47	GARLIC	0
6826	47	GARLIC	0
6989	47	GARLIC	0
7047	47	GARLIC	0
7409	47	GARLIC	0
7601	47	GARLIC	0
7632	47	GARLIC	NaN
7792	47	GARLIC	0
7820	47	GARLIC	0
7826	47	GARLIC	0
8038	47	GARLIC	0
8048	47	GARLIC	0
8051	47	GARLIC	0
8078	47	GARLIC	0
8137	47	GARLIC	0
8159	47	GARLIC	0
8163	47	GARLIC	0
8175	47	GARLIC	0
8180	47	GARLIC	0
8205	47	GARLIC	0
8294	47	GARLIC	0
8452	47	GARLIC	0
8467	47	GARLIC	0
8615	47	GARLIC	0
9024	47	GARLIC	0
10722	47	GARLIC	0
11124	47	GARLIC	0
11419	47	GARLIC	0
12206	47	GARLIC	0
12348	47	GARLIC	0
12748	47	GARLIC	0
13187	47	GARLIC	0
13204	47	GARLIC	0
13216	47	GARLIC	0
13436	47	GARLIC	0
14328	47	GARLIC	0
15606	47	GARLIC	0
22386	47	GARLIC	0
24020	47	GARLIC	0
24473	47	GARLIC	0
31210	47	GARLIC	0
31266	47	GARLIC	0
33032	47	GARLIC	0
61024	47	GARLIC	0
61151	47	GARLIC	0
61155	47	GARLIC	0
61177	47	GARLIC	0
61252	47	GARLIC	0
61771	47	GARLIC	0
62572	47	GARLIC	0
520108	47	GARLIC	0
638024	47	GARLIC	0
641256	47	GARLIC	0
778574	47	GARLIC	0
1549778	47	GARLIC	0
1550470	47	GARLIC	0
5352539	47	GARLIC	0
5355850	47	GARLIC	0
5363233	47	GARLIC	0
5367698	47	GARLIC	0
6114390	47	GARLIC	0
16220109	47	GARLIC	0
243	47	SPICES	NaN
454	47	SPICES	0
679	47	SPICES	NaN
1030	47	SPICES	0
1060	47	SPICES	0
2682	47	SPICES	0
6137	47	SPICES	0
6386	47	SPICES	0
6826	47	SPICES	0
6989	47	SPICES	0
7047	47	SPICES	0
7409	47	SPICES	0
7601	47	SPICES	0
7632	47	SPICES	NaN
7792	47	SPICES	0
7820	47	SPICES	0
7826	47	SPICES	0
8038	47	SPICES	0
8048	47	SPICES	0
8051	47	SPICES	0
8078	47	SPICES	0
8137	47	SPICES	0
8159	47	SPICES	0
8163	47	SPICES	0
8175	47	SPICES	0
8180	47	SPICES	0
8205	47	SPICES	0
